neighborhood,zip,building_class,address,line,number,floor,unit,url,tower,br,ba,year_built,sale_price,sale_date
LOWER EAST SIDE,10002,10 COOPS - ELEVATOR APARTMENTS,268 EAST BROADWAY,A,04,1,A104,"https://www.google.com/search?q=site%3Astreeteasy.com+""268+EAST+BROADWAY""+""A104""",LEFT,2,1,1960,"950,000.00",4/19/2022
LOWER EAST SIDE,10002,10 COOPS - ELEVATOR APARTMENTS,415 GRAND STREET,E,02,13,E1302,"https://www.google.com/search?q=site%3Astreeteasy.com+""415+GRAND+STREET""+""E1302""",MIDDLE,studio,1,1960,"495,000.00",12/29/2021
LOWER EAST SIDE,10002,10 COOPS - ELEVATOR APARTMENTS,413 GRAND STREET,F,07,3,F307,"https://www.google.com/search?q=site%3Astreeteasy.com+""413+GRAND+STREET""+""F307""",LEFT,2,1,1960,"975,000.00",4/7/2022
LOWER EAST SIDE,10002,10 COOPS - ELEVATOR APARTMENTS,264 EAST BROADWAY,C,07,8,C807,"https://www.google.com/search?q=site%3Astreeteasy.com+""264+EAST+BROADWAY""+""C807""",RIGHT,2,1,1960,"1,050,000.00",4/12/2023
LOWER EAST SIDE,10002,10 COOPS - ELEVATOR APARTMENTS,387 GRAND STREET,K,03,9,K903,"https://www.google.com/search?q=site%3Astreeteasy.com+""387+GRAND+STREET""+""K903""",RIGHT,1,1,1960,"750,000.00",1/21/2022
LOWER EAST SIDE,10002,10 COOPS - ELEVATOR APARTMENTS,415 GRAND STREET,E,05,5,E505,"https://www.google.com/search?q=site%3Astreeteasy.com+""415+GRAND+STREET""+""E505""",MIDDLE,1,1,1960,"575,000.00",1/27/2022
LOWER EAST SIDE,10002,10 COOPS - ELEVATOR APARTMENTS,208 EAST BROADWAY,J,06,7,J706,"https://www.google.com/search?q=site%3Astreeteasy.com+""208+EAST+BROADWAY""+""J706""",RIGHT,2,1,1960,"1,050,000.00",3/26/2024
LOWER EAST SIDE,10002,10 COOPS - ELEVATOR APARTMENTS,210 EAST BROADWAY,H,03,18,H1803,"https://www.google.com/search?q=site%3Astreeteasy.com+""210+EAST+BROADWAY""+""H1803""",MIDDLE,1,1,1960,"830,000.00",2/8/2022
LOWER EAST SIDE,10002,10 COOPS - ELEVATOR APARTMENTS,417 GRAND STREET,D,02,13,D1302,"https://www.google.com/search?q=site%3Astreeteasy.com+""417+GRAND+STREET""+""D1302""",RIGHT,1,1,1960,"685,000.00",2/14/2022
LOWER EAST SIDE,10002,10 COOPS - ELEVATOR APARTMENTS,417 GRAND STREET,D,03,9,D903,"https://www.google.com/search?q=site%3Astreeteasy.com+""417+GRAND+STREET""+""D903""",RIGHT,1,1,1960,"769,000.00",2/14/2022
LOWER EAST SIDE,10002,10 COOPS - ELEVATOR APARTMENTS,417 GRAND STREET,D,04,11,D1104,"https://www.google.com/search?q=site%3Astreeteasy.com+""417+GRAND+STREET""+""D1104""",RIGHT,2,1,1960,"1,040,000.00",11/10/2020
LOWER EAST SIDE,10002,10 COOPS - ELEVATOR APARTMENTS,415 GRAND STREET,E,04,20,E2004,"https://www.google.com/search?q=site%3Astreeteasy.com+""415+GRAND+STREET""+""E2004""",MIDDLE,1,1,1960,"700,000.00",3/9/2022
LOWER EAST SIDE,10002,10 COOPS - ELEVATOR APARTMENTS,413 GRAND STREET,F,07,13,F1307,"https://www.google.com/search?q=site%3Astreeteasy.com+""413+GRAND+STREET""+""F1307""",LEFT,2,1,1960,"1,040,000.00",2/13/2024
LOWER EAST SIDE,10002,10 COOPS - ELEVATOR APARTMENTS,268 EAST BROADWAY,A,03,19,A1903,"https://www.google.com/search?q=site%3Astreeteasy.com+""268+EAST+BROADWAY""+""A1903""",LEFT,1,1,1960,"835,000.00",3/14/2022
LOWER EAST SIDE,10002,10 COOPS - ELEVATOR APARTMENTS,210 EAST BROADWAY,H,03,12,H1203,"https://www.google.com/search?q=site%3Astreeteasy.com+""210+EAST+BROADWAY""+""H1203""",MIDDLE,1,1,1960,"738,000.00",3/14/2022
LOWER EAST SIDE,10002,10 COOPS - ELEVATOR APARTMENTS,268 EAST BROADWAY,A,05,4,A405,"https://www.google.com/search?q=site%3Astreeteasy.com+""268+EAST+BROADWAY""+""A405""",LEFT,2,1,1960,"1,050,000.00",4/4/2022
LOWER EAST SIDE,10002,10 COOPS - ELEVATOR APARTMENTS,264 EAST BROADWAY,C,04,9,C904,"https://www.google.com/search?q=site%3Astreeteasy.com+""264+EAST+BROADWAY""+""C904""",RIGHT,2,1,1960,"1,010,000.00",8/25/2021
LOWER EAST SIDE,10002,10 COOPS - ELEVATOR APARTMENTS,268 EAST BROADWAY,A,04,19,A1904,"https://www.google.com/search?q=site%3Astreeteasy.com+""268+EAST+BROADWAY""+""A1904""",LEFT,2,1,1960,"999,999.00",1/28/2021
LOWER EAST SIDE,10002,10 COOPS - ELEVATOR APARTMENTS,387 GRAND STREET,K,03,2,K203,"https://www.google.com/search?q=site%3Astreeteasy.com+""387+GRAND+STREET""+""K203""",RIGHT,1,1,1960,"797,500.00",3/22/2022
LOWER EAST SIDE,10002,10 COOPS - ELEVATOR APARTMENTS,212 EAST BROADWAY,G,07,13,G1307,"https://www.google.com/search?q=site%3Astreeteasy.com+""212+EAST+BROADWAY""+""G1307""",LEFT,2,1,1960,"999,999.00",9/14/2021
LOWER EAST SIDE,10002,10 COOPS - ELEVATOR APARTMENTS,268 EAST BROADWAY,A,05,1,A105,"https://www.google.com/search?q=site%3Astreeteasy.com+""268+EAST+BROADWAY""+""A105""",LEFT,2,1,1960,"930,000.00",3/14/2022
LOWER EAST SIDE,10002,10 COOPS - ELEVATOR APARTMENTS,264 EAST BROADWAY,C,01,20,C2001,"https://www.google.com/search?q=site%3Astreeteasy.com+""264+EAST+BROADWAY""+""C2001""",RIGHT,3,2,1960,"1,350,000.00",4/8/2022
LOWER EAST SIDE,10002,10 COOPS - ELEVATOR APARTMENTS,268 EAST BROADWAY,A,07,1,A107,"https://www.google.com/search?q=site%3Astreeteasy.com+""268+EAST+BROADWAY""+""A107""",LEFT,2,1,1960,"1,170,000.00",12/22/2021
LOWER EAST SIDE,10002,10 COOPS - ELEVATOR APARTMENTS,210 EAST BROADWAY,H,04,10,H1004,"https://www.google.com/search?q=site%3Astreeteasy.com+""210+EAST+BROADWAY""+""H1004""",MIDDLE,1,1,1960,"700,000.00",4/14/2022
LOWER EAST SIDE,10002,10 COOPS - ELEVATOR APARTMENTS,385 GRAND STREET,L,02,18,L1802,"https://www.google.com/search?q=site%3Astreeteasy.com+""385+GRAND+STREET""+""L1802""",MIDDLE,3,2,1960,"1,860,000.00",4/14/2022
LOWER EAST SIDE,10002,10 COOPS - ELEVATOR APARTMENTS,413 GRAND STREET,F,06,6,F606,"https://www.google.com/search?q=site%3Astreeteasy.com+""413+GRAND+STREET""+""F606""",LEFT,2,1,1960,"999,000.00",3/6/2020
LOWER EAST SIDE,10002,10 COOPS - ELEVATOR APARTMENTS,417 GRAND STREET,D,02,10,D1002,"https://www.google.com/search?q=site%3Astreeteasy.com+""417+GRAND+STREET""+""D1002""",RIGHT,1,1,1960,"645,000.00",4/29/2022
LOWER EAST SIDE,10002,10 COOPS - ELEVATOR APARTMENTS,266 EAST BROADWAY,B,05,4,B405,"https://www.google.com/search?q=site%3Astreeteasy.com+""266+EAST+BROADWAY""+""B405""",MIDDLE,1,1,1960,"625,000.00",5/2/2022
LOWER EAST SIDE,10002,10 COOPS - ELEVATOR APARTMENTS,415 GRAND STREET,E,07,10,E1007,"https://www.google.com/search?q=site%3Astreeteasy.com+""415+GRAND+STREET""+""E1007""",MIDDLE,1,1,1960,"810,000.00",5/4/2022
LOWER EAST SIDE,10002,10 COOPS - ELEVATOR APARTMENTS,264 EAST BROADWAY,C,02,2,C202,"https://www.google.com/search?q=site%3Astreeteasy.com+""264+EAST+BROADWAY""+""C202""",RIGHT,2,2,1960,"975,000.00",10/5/2021
LOWER EAST SIDE,10002,10 COOPS - ELEVATOR APARTMENTS,268 EAST BROADWAY,A,06,6,A606,"https://www.google.com/search?q=site%3Astreeteasy.com+""268+EAST+BROADWAY""+""A606""",LEFT,2,1,1960,"999,000.00",10/12/2021
LOWER EAST SIDE,10002,10 COOPS - ELEVATOR APARTMENTS,415 GRAND STREET,E,02,5,E502,"https://www.google.com/search?q=site%3Astreeteasy.com+""415+GRAND+STREET""+""E502""",MIDDLE,studio,1,1960,"420,000.00",5/20/2022
LOWER EAST SIDE,10002,10 COOPS - ELEVATOR APARTMENTS,387 GRAND STREET,K,01,3,K301,"https://www.google.com/search?q=site%3Astreeteasy.com+""387+GRAND+STREET""+""K301""",RIGHT,1,1,1960,"677,000.00",5/23/2022
LOWER EAST SIDE,10002,10 COOPS - ELEVATOR APARTMENTS,417 GRAND STREET,D,07,8,D807,"https://www.google.com/search?q=site%3Astreeteasy.com+""417+GRAND+STREET""+""D807""",RIGHT,2,1,1960,"990,000.00",9/8/2021
LOWER EAST SIDE,10002,10 COOPS - ELEVATOR APARTMENTS,417 GRAND STREET,D,02,1,D102,"https://www.google.com/search?q=site%3Astreeteasy.com+""417+GRAND+STREET""+""D102""",RIGHT,1,1,1960,"640,000.00",5/25/2022
LOWER EAST SIDE,10002,10 COOPS - ELEVATOR APARTMENTS,417 GRAND STREET,D,01,1,D101,"https://www.google.com/search?q=site%3Astreeteasy.com+""417+GRAND+STREET""+""D101""",RIGHT,1,1,1960,"640,000.00",5/27/2022
LOWER EAST SIDE,10002,10 COOPS - ELEVATOR APARTMENTS,383 GRAND STREET,M,03,16,M1603,"https://www.google.com/search?q=site%3Astreeteasy.com+""383+GRAND+STREET""+""M1603""",LEFT,1,1,1960,"895,000.00",5/31/2022
LOWER EAST SIDE,10002,10 COOPS - ELEVATOR APARTMENTS,266 EAST BROADWAY,B,05,7,B705,"https://www.google.com/search?q=site%3Astreeteasy.com+""266+EAST+BROADWAY""+""B705""",MIDDLE,1,1,1960,"827,000.00",6/15/2022
LOWER EAST SIDE,10002,10 COOPS - ELEVATOR APARTMENTS,417 GRAND STREET,1,01,15,1501,"https://www.google.com/search?q=site%3Astreeteasy.com+""417+GRAND+STREET""+""1501""",RIGHT,1,1,1960,"695,000.00",7/8/2022
LOWER EAST SIDE,10002,10 COOPS - ELEVATOR APARTMENTS,387 GRAND STREET,K,02,13,K1302,"https://www.google.com/search?q=site%3Astreeteasy.com+""387+GRAND+STREET""+""K1302""",RIGHT,1,1,1960,"830,000.00",7/27/2022
LOWER EAST SIDE,10002,10 COOPS - ELEVATOR APARTMENTS,268 EAST BROADWAY,A,06,20,A2006,"https://www.google.com/search?q=site%3Astreeteasy.com+""268+EAST+BROADWAY""+""A2006""",LEFT,2,1,1960,"990,000.00",2/28/2024
LOWER EAST SIDE,10002,10 COOPS - ELEVATOR APARTMENTS,208 EAST BROADWAY,J,04,18,J1804,"https://www.google.com/search?q=site%3Astreeteasy.com+""208+EAST+BROADWAY""+""J1804""",RIGHT,2,1,1960,"985,000.00",5/23/2022
LOWER EAST SIDE,10002,10 COOPS - ELEVATOR APARTMENTS,415 GRAND STREET,E,02,16,E1602,"https://www.google.com/search?q=site%3Astreeteasy.com+""415+GRAND+STREET""+""E1602""",MIDDLE,studio,1,1960,"498,000.00",8/3/2022
LOWER EAST SIDE,10002,10 COOPS - ELEVATOR APARTMENTS,266 EAST BROADWAY,B,04,14,B1404,"https://www.google.com/search?q=site%3Astreeteasy.com+""266+EAST+BROADWAY""+""B1404""",MIDDLE,1,1,1960,"750,000.00",8/4/2022
LOWER EAST SIDE,10002,10 COOPS - ELEVATOR APARTMENTS,266 EAST BROADWAY,B,06,9,B906,"https://www.google.com/search?q=site%3Astreeteasy.com+""266+EAST+BROADWAY""+""B906""",MIDDLE,3,1.5,1960,"711,500.00",9/21/2022
LOWER EAST SIDE,10002,10 COOPS - ELEVATOR APARTMENTS,415 GRAND STREET,E,04,2,E204,"https://www.google.com/search?q=site%3Astreeteasy.com+""415+GRAND+STREET""+""E204""",MIDDLE,1,1,1960,"610,000.00",11/3/2022
LOWER EAST SIDE,10002,10 COOPS - ELEVATOR APARTMENTS,210 EAST BROADWAY,H,02,17,H1702,"https://www.google.com/search?q=site%3Astreeteasy.com+""210+EAST+BROADWAY""+""H1702""",MIDDLE,studio,1,1960,"480,000.00",11/4/2022
LOWER EAST SIDE,10002,10 COOPS - ELEVATOR APARTMENTS,264 EAST BROADWAY,C,01,11,C1101,"https://www.google.com/search?q=site%3Astreeteasy.com+""264+EAST+BROADWAY""+""C1101""",RIGHT,1,1,1960,"710,000.00",11/14/2022
LOWER EAST SIDE,10002,10 COOPS - ELEVATOR APARTMENTS,415 GRAND STREET,E,07,17,E1707,"https://www.google.com/search?q=site%3Astreeteasy.com+""415+GRAND+STREET""+""E1707""",MIDDLE,1,1,1960,"787,000.00",11/17/2022
LOWER EAST SIDE,10002,10 COOPS - ELEVATOR APARTMENTS,385 GRAND STREET,L,03,16,L1603,"https://www.google.com/search?q=site%3Astreeteasy.com+""385+GRAND+STREET""+""L1603""",MIDDLE,1,1,1960,"803,000.00",12/14/2022
LOWER EAST SIDE,10002,10 COOPS - ELEVATOR APARTMENTS,268 EAST BROADWAY,A,04,20,A2004,"https://www.google.com/search?q=site%3Astreeteasy.com+""268+EAST+BROADWAY""+""A2004""",LEFT,2,1,1960,"985,000.00",1/12/2024
LOWER EAST SIDE,10002,10 COOPS - ELEVATOR APARTMENTS,387 GRAND STREET,K,05,9,K905,"https://www.google.com/search?q=site%3Astreeteasy.com+""387+GRAND+STREET""+""K905""",RIGHT,2,1,1960,"975,000.00",1/3/2020
LOWER EAST SIDE,10002,10 COOPS - ELEVATOR APARTMENTS,210 EAST BROADWAY,H,05,15,H1505,"https://www.google.com/search?q=site%3Astreeteasy.com+""210+EAST+BROADWAY""+""H1505""",MIDDLE,1,1,1960,"600,000.00",1/30/2023
LOWER EAST SIDE,10002,10 COOPS - ELEVATOR APARTMENTS,208 EAST BROADWAY,J,06,9,J906,"https://www.google.com/search?q=site%3Astreeteasy.com+""208+EAST+BROADWAY""+""J906""",RIGHT,4,2,1960,"2,175,000.00",1/31/2023
LOWER EAST SIDE,10002,10 COOPS - ELEVATOR APARTMENTS,413 GRAND STREET,F,01,1,F101,"https://www.google.com/search?q=site%3Astreeteasy.com+""413+GRAND+STREET""+""F101""",LEFT,3,1.5,1960,"1,085,000.00",2/1/2023
LOWER EAST SIDE,10002,10 COOPS - ELEVATOR APARTMENTS,413 GRAND STREET,F,03,1,F103,"https://www.google.com/search?q=site%3Astreeteasy.com+""413+GRAND+STREET""+""F103""",LEFT,1,1,1960,"735,000.00",2/10/2023
LOWER EAST SIDE,10002,10 COOPS - ELEVATOR APARTMENTS,415 GRAND STREET,E,08,6,E608,"https://www.google.com/search?q=site%3Astreeteasy.com+""415+GRAND+STREET""+""E608""",MIDDLE,1,1,1960,"730,000.00",2/28/2023
LOWER EAST SIDE,10002,10 COOPS - ELEVATOR APARTMENTS,264 EAST BROADWAY,C,07,4,C407,"https://www.google.com/search?q=site%3Astreeteasy.com+""264+EAST+BROADWAY""+""C407""",RIGHT,2,1,1960,"999,900.00",8/23/2021
LOWER EAST SIDE,10002,10 COOPS - ELEVATOR APARTMENTS,212 EAST BROADWAY,G,01,4,G401,"https://www.google.com/search?q=site%3Astreeteasy.com+""212+EAST+BROADWAY""+""G401""",LEFT,3,1.5,1960,"1,250,000.00",3/21/2023
LOWER EAST SIDE,10002,10 COOPS - ELEVATOR APARTMENTS,210 EAST BROADWAY,H,05,14,H1405,"https://www.google.com/search?q=site%3Astreeteasy.com+""210+EAST+BROADWAY""+""H1405""",MIDDLE,1,1,1960,"585,000.00",4/4/2023
LOWER EAST SIDE,10002,10 COOPS - ELEVATOR APARTMENTS,383 GRAND STREET,M,04,3,M304,"https://www.google.com/search?q=site%3Astreeteasy.com+""383+GRAND+STREET""+""M304""",LEFT,2,2,1960,"1,300,000.00",7/21/2021
LOWER EAST SIDE,10002,10 COOPS - ELEVATOR APARTMENTS,208 EAST BROADWAY,J,07,1,J107,"https://www.google.com/search?q=site%3Astreeteasy.com+""208+EAST+BROADWAY""+""J107""",RIGHT,2,1,1960,"1,019,500.00",4/7/2021
LOWER EAST SIDE,10002,10 COOPS - ELEVATOR APARTMENTS,210 EAST BROADWAY,H,07,19,H1907,"https://www.google.com/search?q=site%3Astreeteasy.com+""210+EAST+BROADWAY""+""H1907""",MIDDLE,1,1,1960,"750,000.00",5/3/2023
LOWER EAST SIDE,10002,10 COOPS - ELEVATOR APARTMENTS,268 EAST BROADWAY,A,03,2,A203,"https://www.google.com/search?q=site%3Astreeteasy.com+""268+EAST+BROADWAY""+""A203""",LEFT,1,1,1960,"855,000.00",5/16/2023
LOWER EAST SIDE,10002,10 COOPS - ELEVATOR APARTMENTS,413 GRAND STREET,F,01,12,F1201,"https://www.google.com/search?q=site%3Astreeteasy.com+""413+GRAND+STREET""+""F1201""",LEFT,3,1.5,1960,"1,290,000.00",6/22/2023
LOWER EAST SIDE,10002,10 COOPS - ELEVATOR APARTMENTS,266 EAST BROADWAY,B,06,18,B1806,"https://www.google.com/search?q=site%3Astreeteasy.com+""266+EAST+BROADWAY""+""B1806""",MIDDLE,3,1.5,1960,"1,575,007.00",6/23/2023
LOWER EAST SIDE,10002,10 COOPS - ELEVATOR APARTMENTS,210 EAST BROADWAY,H,07,7,H707,"https://www.google.com/search?q=site%3Astreeteasy.com+""210+EAST+BROADWAY""+""H707""",MIDDLE,1,1,1960,"730,000.00",7/18/2023
LOWER EAST SIDE,10002,10 COOPS - ELEVATOR APARTMENTS,210 EAST BROADWAY,H,08,10,H1008,"https://www.google.com/search?q=site%3Astreeteasy.com+""210+EAST+BROADWAY""+""H1008""",MIDDLE,1,1,1960,"775,000.00",7/19/2023
LOWER EAST SIDE,10002,10 COOPS - ELEVATOR APARTMENTS,208 EAST BROADWAY,J,01,16,J1601,"https://www.google.com/search?q=site%3Astreeteasy.com+""208+EAST+BROADWAY""+""J1601""",RIGHT,1,1,1960,"675,000.00",7/19/2023
LOWER EAST SIDE,10002,10 COOPS - ELEVATOR APARTMENTS,268 EAST BROADWAY,A,05,13,A1305,"https://www.google.com/search?q=site%3Astreeteasy.com+""268+EAST+BROADWAY""+""A1305""",LEFT,2,1,1960,"970,000.00",4/10/2023
LOWER EAST SIDE,10002,10 COOPS - ELEVATOR APARTMENTS,415 GRAND STREET,E,07,7,E707,"https://www.google.com/search?q=site%3Astreeteasy.com+""415+GRAND+STREET""+""E707""",MIDDLE,1,1,1960,"715,000.00",8/2/2023
LOWER EAST SIDE,10002,10 COOPS - ELEVATOR APARTMENTS,264 EAST BROADWAY,C,03,13,C1303,"https://www.google.com/search?q=site%3Astreeteasy.com+""264+EAST+BROADWAY""+""C1303""",RIGHT,1,1,1960,"880,000.00",8/3/2023
LOWER EAST SIDE,10002,10 COOPS - ELEVATOR APARTMENTS,385 GRAND STREET,L,07,15,L1507,"https://www.google.com/search?q=site%3Astreeteasy.com+""385+GRAND+STREET""+""L1507""",MIDDLE,1,1,1960,"800,000.00",8/17/2023
LOWER EAST SIDE,10002,10 COOPS - ELEVATOR APARTMENTS,266 EAST BROADWAY,B,06,7,B706,"https://www.google.com/search?q=site%3Astreeteasy.com+""266+EAST+BROADWAY""+""B706""",MIDDLE,3,1.5,1960,"1,285,000.00",9/13/2023
LOWER EAST SIDE,10002,10 COOPS - ELEVATOR APARTMENTS,266 EAST BROADWAY,B,02,5,B502,"https://www.google.com/search?q=site%3Astreeteasy.com+""266+EAST+BROADWAY""+""B502""",MIDDLE,studio,1,1960,"455,000.00",9/18/2023
LOWER EAST SIDE,10002,10 COOPS - ELEVATOR APARTMENTS,415 GRAND STREET,E,01,18,E1801,"https://www.google.com/search?q=site%3Astreeteasy.com+""415+GRAND+STREET""+""E1801""",MIDDLE,2,1,1960,"950,000.00",3/2/2020
LOWER EAST SIDE,10002,10 COOPS - ELEVATOR APARTMENTS,212 EAST BROADWAY,G,05,10,G1005,"https://www.google.com/search?q=site%3Astreeteasy.com+""212+EAST+BROADWAY""+""G1005""",LEFT,2,1,1960,"950,000.00",8/30/2021
LOWER EAST SIDE,10002,10 COOPS - ELEVATOR APARTMENTS,210 EAST BROADWAY,H,08,19,H1908,"https://www.google.com/search?q=site%3Astreeteasy.com+""210+EAST+BROADWAY""+""H1908""",MIDDLE,1,1,1960,"790,000.00",10/27/2023
LOWER EAST SIDE,10002,10 COOPS - ELEVATOR APARTMENTS,415 GRAND STREET,E,07,14,E1407,"https://www.google.com/search?q=site%3Astreeteasy.com+""415+GRAND+STREET""+""E1407""",MIDDLE,1,1,1960,"735,688.00",11/1/2023
LOWER EAST SIDE,10002,10 COOPS - ELEVATOR APARTMENTS,212 EAST BROADWAY,G,05,6,G605,"https://www.google.com/search?q=site%3Astreeteasy.com+""212+EAST+BROADWAY""+""G605""",LEFT,2,1,1960,"950,000.00",3/8/2022
LOWER EAST SIDE,10002,10 COOPS - ELEVATOR APARTMENTS,413 GRAND STREET,F,02,11,F1102,"https://www.google.com/search?q=site%3Astreeteasy.com+""413+GRAND+STREET""+""F1102""",LEFT,1,1,1960,"440,000.00",11/3/2023
LOWER EAST SIDE,10002,10 COOPS - ELEVATOR APARTMENTS,212 EAST BROADWAY,G,02,14,G1402,"https://www.google.com/search?q=site%3Astreeteasy.com+""212+EAST+BROADWAY""+""G1402""",LEFT,1,1,1960,"450,000.00",11/7/2023
LOWER EAST SIDE,10002,10 COOPS - ELEVATOR APARTMENTS,210 EAST BROADWAY,H,06,3,H306,"https://www.google.com/search?q=site%3Astreeteasy.com+""210+EAST+BROADWAY""+""H306""",MIDDLE,3,1.5,1960,"1,300,000.00",11/8/2023
LOWER EAST SIDE,10002,10 COOPS - ELEVATOR APARTMENTS,417 GRAND STREET,D,05,1,D105,"https://www.google.com/search?q=site%3Astreeteasy.com+""417+GRAND+STREET""+""D105""",RIGHT,2,1,1960,"999,000.00",4/5/2021
LOWER EAST SIDE,10002,10 COOPS - ELEVATOR APARTMENTS,264 EAST BROADWAY,C,01,13,C1301,"https://www.google.com/search?q=site%3Astreeteasy.com+""264+EAST+BROADWAY""+""C1301""",RIGHT,1,1,1960,"670,000.00",11/20/2023
LOWER EAST SIDE,10002,10 COOPS - ELEVATOR APARTMENTS,210 EAST BROADWAY,H,05,6,H605,"https://www.google.com/search?q=site%3Astreeteasy.com+""210+EAST+BROADWAY""+""H605""",MIDDLE,1,1,1960,"630,000.00",11/29/2023
LOWER EAST SIDE,10002,10 COOPS - ELEVATOR APARTMENTS,413 GRAND STREET,F,05,19,F1905,"https://www.google.com/search?q=site%3Astreeteasy.com+""413+GRAND+STREET""+""F1905""",LEFT,2,1,1960,"949,000.00",2/3/2022
LOWER EAST SIDE,10002,10 COOPS - ELEVATOR APARTMENTS,415 GRAND STREET,E,01,16,E1601,"https://www.google.com/search?q=site%3Astreeteasy.com+""415+GRAND+STREET""+""E1601""",MIDDLE,2,1,1960,"935,000.00",3/15/2022
LOWER EAST SIDE,10002,10 COOPS - ELEVATOR APARTMENTS,385 GRAND STREET,L,02,3,L302,"https://www.google.com/search?q=site%3Astreeteasy.com+""385+GRAND+STREET""+""L302""",MIDDLE,studio,1,1960,"515,000.00",12/19/2023
LOWER EAST SIDE,10002,10 COOPS - ELEVATOR APARTMENTS,385 GRAND STREET,L,02,9,L902,"https://www.google.com/search?q=site%3Astreeteasy.com+""385+GRAND+STREET""+""L902""",MIDDLE,studio,1,1960,"460,000.00",1/4/2024
LOWER EAST SIDE,10002,10 COOPS - ELEVATOR APARTMENTS,210 EAST BROADWAY,H,01,1,H101,"https://www.google.com/search?q=site%3Astreeteasy.com+""210+EAST+BROADWAY""+""H101""",MIDDLE,2,1,1960,"860,000.00",3/24/2021
LOWER EAST SIDE,10002,10 COOPS - ELEVATOR APARTMENTS,210 EAST BROADWAY,H,08,13,H1308,"https://www.google.com/search?q=site%3Astreeteasy.com+""210+EAST+BROADWAY""+""H1308""",MIDDLE,1,1,1960,"765,000.00",1/16/2024
LOWER EAST SIDE,10002,10 COOPS - ELEVATOR APARTMENTS,266 EAST BROADWAY,B,06,14,B1406,"https://www.google.com/search?q=site%3Astreeteasy.com+""266+EAST+BROADWAY""+""B1406""",MIDDLE,3,1.5,1960,"1,300,000.00",1/31/2024
LOWER EAST SIDE,10002,10 COOPS - ELEVATOR APARTMENTS,383 GRAND STREET,M,02,9,M902,"https://www.google.com/search?q=site%3Astreeteasy.com+""383+GRAND+STREET""+""M902""",LEFT,1,1,1960,"450,000.00",2/2/2024
LOWER EAST SIDE,10002,10 COOPS - ELEVATOR APARTMENTS,264 EAST BROADWAY,C,06,19,C1906,"https://www.google.com/search?q=site%3Astreeteasy.com+""264+EAST+BROADWAY""+""C1906""",RIGHT,2,1,1960,"900,000.00",7/16/2021
LOWER EAST SIDE,10002,10 COOPS - ELEVATOR APARTMENTS,385 GRAND STREET,L,07,3,L307,"https://www.google.com/search?q=site%3Astreeteasy.com+""385+GRAND+STREET""+""L307""",MIDDLE,1,1,1960,"780,000.00",2/9/2024
LOWER EAST SIDE,10002,10 COOPS - ELEVATOR APARTMENTS,268 EAST BROADWAY,A,06,3,A306,"https://www.google.com/search?q=site%3Astreeteasy.com+""268+EAST+BROADWAY""+""A306""",LEFT,2,1,1960,"890,000.00",3/11/2021
LOWER EAST SIDE,10002,10 COOPS - ELEVATOR APARTMENTS,417 GRAND STREET,D,05,13,D1305,"https://www.google.com/search?q=site%3Astreeteasy.com+""417+GRAND+STREET""+""D1305""",RIGHT,2,1,1960,"860,000.00",1/28/2021
LOWER EAST SIDE,10002,10 COOPS - ELEVATOR APARTMENTS,417 GRAND STREET,D,01,4,D401,"https://www.google.com/search?q=site%3Astreeteasy.com+""417+GRAND+STREET""+""D401""",RIGHT,1,1,1960,"650,000.00",3/13/2024
LOWER EAST SIDE,10002,10 COOPS - ELEVATOR APARTMENTS,417 GRAND STREET,D,07,2,D207,"https://www.google.com/search?q=site%3Astreeteasy.com+""417+GRAND+STREET""+""D207""",RIGHT,2,1,1960,"1,050,000.00",9/4/2020
LOWER EAST SIDE,10002,10 COOPS - ELEVATOR APARTMENTS,266 EAST BROADWAY,B,04,15,B1504,"https://www.google.com/search?q=site%3Astreeteasy.com+""266+EAST+BROADWAY""+""B1504""",MIDDLE,1,1,1960,"650,000.00",4/2/2024
LOWER EAST SIDE,10002,10 COOPS - ELEVATOR APARTMENTS,208 EAST BROADWAY,J,05,16,J1605,"https://www.google.com/search?q=site%3Astreeteasy.com+""208+EAST+BROADWAY""+""J1605""",RIGHT,2,1,1960,"488,800.00",2/11/2020
LOWER EAST SIDE,10002,10 COOPS - ELEVATOR APARTMENTS,383 GRAND STREET,M,02,16,M1602,"https://www.google.com/search?q=site%3Astreeteasy.com+""383+GRAND+STREET""+""M1602""",LEFT,1,1,1960,"433,000.00",4/19/2024
LOWER EAST SIDE,10002,10 COOPS - ELEVATOR APARTMENTS,208 EAST BROADWAY,J,03,18,J1803,"https://www.google.com/search?q=site%3Astreeteasy.com+""208+EAST+BROADWAY""+""J1803""",RIGHT,1,1,1960,"999,000.00",4/26/2024
LOWER EAST SIDE,10002,10 COOPS - ELEVATOR APARTMENTS,268 EAST BROADWAY,A,05,7,A705,"https://www.google.com/search?q=site%3Astreeteasy.com+""268+EAST+BROADWAY""+""A705""",LEFT,2,1,1960,"467,225.00",12/9/2020
LOWER EAST SIDE,10002,10 COOPS - ELEVATOR APARTMENTS,415 GRAND STREET,E,04,17,E1704,"https://www.google.com/search?q=site%3Astreeteasy.com+""415+GRAND+STREET""+""E1704""",MIDDLE,1,1,1960,"650,000.00",5/8/2024
